subj,item,type,pos,word,correct,rt,region,type2
5,3,obj-ext,7,的,NA,327,de,object relative
5,9,obj-ext,7,的,NA,298,de,object relative
5,10,subj-ext,7,的,NA,533,de,subject relative
5,2,subj-ext,7,的,NA,313,de,subject relative
5,7,obj-ext,7,的,NA,298,de,object relative
5,6,subj-ext,7,的,NA,294,de,subject relative
6,1,subj-ext,7,的,NA,456,de,subject relative
6,6,obj-ext,7,的,NA,495,de,object relative
6,8,obj-ext,7,的,NA,760,de,object relative
6,7,subj-ext,7,的,NA,281,de,subject relative
6,9,subj-ext,7,的,NA,261,de,subject relative
6,16,obj-ext,7,的,NA,1205,de,object relative
6,4,obj-ext,7,的,NA,382,de,object relative
6,3,subj-ext,7,的,NA,280,de,subject relative
6,11,subj-ext,7,的,NA,297,de,subject relative
6,15,subj-ext,7,的,NA,857,de,subject relative
6,13,subj-ext,7,的,NA,237,de,subject relative
6,5,subj-ext,7,的,NA,1494,de,subject relative
6,2,obj-ext,7,的,NA,1419,de,object relative
6,10,obj-ext,7,的,NA,317,de,object relative
6,14,obj-ext,7,的,NA,284,de,object relative
7,2,subj-ext,7,的,NA,430,de,subject relative
7,6,subj-ext,7,的,NA,670,de,subject relative
7,1,obj-ext,7,的,NA,342,de,object relative
7,8,subj-ext,7,的,NA,638,de,subject relative
7,11,obj-ext,7,的,NA,414,de,object relative
7,4,subj-ext,7,的,NA,382,de,subject relative
7,10,subj-ext,7,的,NA,350,de,subject relative
7,7,obj-ext,7,的,NA,229,de,object relative
7,15,obj-ext,7,的,NA,269,de,object relative
7,16,subj-ext,7,的,NA,293,de,subject relative
7,9,obj-ext,7,的,NA,318,de,object relative
7,13,obj-ext,7,的,NA,414,de,object relative
7,3,obj-ext,7,的,NA,390,de,object relative
7,14,subj-ext,7,的,NA,310,de,subject relative
7,5,obj-ext,7,的,NA,294,de,object relative
8,6,obj-ext,7,的,NA,313,de,object relative
8,13,subj-ext,7,的,NA,382,de,subject relative
8,16,obj-ext,7,的,NA,794,de,object relative
8,8,obj-ext,7,的,NA,327,de,object relative
8,9,subj-ext,7,的,NA,515,de,subject relative
8,10,obj-ext,7,的,NA,474,de,object relative
8,5,subj-ext,7,的,NA,375,de,subject relative
8,2,obj-ext,7,的,NA,344,de,object relative
8,11,subj-ext,7,的,NA,357,de,subject relative
8,7,subj-ext,7,的,NA,280,de,subject relative
8,3,subj-ext,7,的,NA,1480,de,subject relative
8,14,obj-ext,7,的,NA,293,de,object relative
8,4,obj-ext,7,的,NA,310,de,object relative
8,1,subj-ext,7,的,NA,265,de,subject relative
8,15,subj-ext,7,的,NA,329,de,subject relative
9,10,subj-ext,7,的,NA,2386,de,subject relative
9,2,subj-ext,7,的,NA,823,de,subject relative
9,3,obj-ext,7,的,NA,566,de,object relative
9,14,subj-ext,7,的,NA,350,de,subject relative
9,13,obj-ext,7,的,NA,398,de,object relative
9,4,subj-ext,7,的,NA,382,de,subject relative
9,5,obj-ext,7,的,NA,318,de,object relative
9,1,obj-ext,7,的,NA,382,de,object relative
9,9,obj-ext,7,的,NA,365,de,object relative
9,6,subj-ext,7,的,NA,333,de,subject relative
9,15,obj-ext,7,的,NA,406,de,object relative
9,16,subj-ext,7,的,NA,358,de,subject relative
9,7,obj-ext,7,的,NA,310,de,object relative
9,8,subj-ext,7,的,NA,398,de,subject relative
9,11,obj-ext,7,的,NA,333,de,object relative
1,13,obj-ext,8,男人,NA,1999,dehnoun,object relative
1,6,subj-ext,8,女孩,NA,1421,dehnoun,subject relative
1,5,obj-ext,8,轎車,NA,917,dehnoun,object relative
1,9,obj-ext,8,探員,NA,611,dehnoun,object relative
1,14,subj-ext,8,空服員,NA,724,dehnoun,subject relative
1,4,subj-ext,8,女孩,NA,548,dehnoun,subject relative
1,8,subj-ext,8,業餘選手,NA,796,dehnoun,subject relative
1,10,subj-ext,8,住戶,NA,539,dehnoun,subject relative
1,2,subj-ext,8,車,NA,1461,dehnoun,subject relative
1,11,obj-ext,8,球員,NA,892,dehnoun,object relative
1,7,obj-ext,8,狗,NA,620,dehnoun,object relative
1,3,obj-ext,8,婦人,NA,691,dehnoun,object relative
1,16,subj-ext,8,記者,NA,820,dehnoun,subject relative
1,15,obj-ext,8,演員,NA,532,dehnoun,object relative
1,1,obj-ext,8,人,NA,483,dehnoun,object relative
11,5,obj-ext,8,轎車,NA,768,dehnoun,object relative
11,13,obj-ext,8,男人,NA,1662,dehnoun,object relative
11,6,subj-ext,8,女孩,NA,5532,dehnoun,subject relative
11,11,obj-ext,8,球員,NA,875,dehnoun,object relative
11,8,subj-ext,8,業餘選手,NA,1203,dehnoun,subject relative
11,2,subj-ext,8,車,NA,1426,dehnoun,subject relative
11,10,subj-ext,8,住戶,NA,1004,dehnoun,subject relative
11,9,obj-ext,8,探員,NA,883,dehnoun,object relative
11,16,subj-ext,8,記者,NA,740,dehnoun,subject relative
11,3,obj-ext,8,婦人,NA,844,dehnoun,object relative
11,15,obj-ext,8,演員,NA,750,dehnoun,object relative
11,4,subj-ext,8,女孩,NA,876,dehnoun,subject relative
11,1,obj-ext,8,人,NA,612,dehnoun,object relative
11,14,subj-ext,8,空服員,NA,588,dehnoun,subject relative
11,7,obj-ext,8,狗,NA,652,dehnoun,object relative
12,11,subj-ext,8,球員,NA,1293,dehnoun,subject relative
12,10,obj-ext,8,住戶,NA,1209,dehnoun,object relative
12,4,obj-ext,8,女孩,NA,2059,dehnoun,object relative
12,16,obj-ext,8,記者,NA,1179,dehnoun,object relative
12,13,subj-ext,8,男人,NA,7002,dehnoun,subject relative
12,8,obj-ext,8,業餘選手,NA,1666,dehnoun,object relative
12,2,obj-ext,8,車,NA,1296,dehnoun,object relative
12,5,subj-ext,8,轎車,NA,1732,dehnoun,subject relative
12,15,subj-ext,8,演員,NA,1683,dehnoun,subject relative
12,14,obj-ext,8,空服員,NA,3557,dehnoun,object relative
12,3,subj-ext,8,婦人,NA,1249,dehnoun,subject relative
12,6,obj-ext,8,女孩,NA,1366,dehnoun,object relative
12,1,subj-ext,8,人,NA,1991,dehnoun,subject relative
12,9,subj-ext,8,探員,NA,1095,dehnoun,subject relative
12,7,subj-ext,8,狗,NA,1324,dehnoun,subject relative
14,4,obj-ext,8,女孩,NA,1607,dehnoun,object relative
14,1,subj-ext,8,人,NA,2704,dehnoun,subject relative
14,6,obj-ext,8,女孩,NA,900,dehnoun,object relative
14,13,subj-ext,8,男人,NA,2135,dehnoun,subject relative
14,11,subj-ext,8,球員,NA,1293,dehnoun,subject relative
14,9,subj-ext,8,探員,NA,1662,dehnoun,subject relative
14,15,subj-ext,8,演員,NA,940,dehnoun,subject relative
14,2,obj-ext,8,車,NA,1052,dehnoun,object relative
14,7,subj-ext,8,狗,NA,1014,dehnoun,subject relative
14,5,subj-ext,8,轎車,NA,1093,dehnoun,subject relative
14,16,obj-ext,8,記者,NA,684,dehnoun,object relative
14,14,obj-ext,8,空服員,NA,1934,dehnoun,object relative
14,10,obj-ext,8,住戶,NA,643,dehnoun,object relative
14,8,obj-ext,8,業餘選手,NA,2183,dehnoun,object relative
14,3,subj-ext,8,婦人,NA,1124,dehnoun,subject relative
15,9,obj-ext,8,探員,NA,1011,dehnoun,object relative
15,6,subj-ext,8,女孩,NA,869,dehnoun,subject relative
15,3,obj-ext,8,婦人,NA,1508,dehnoun,object relative
15,4,subj-ext,8,女孩,NA,820,dehnoun,subject relative
15,7,obj-ext,8,狗,NA,713,dehnoun,object relative
15,13,obj-ext,8,男人,NA,664,dehnoun,object relative
15,1,obj-ext,8,人,NA,523,dehnoun,object relative
15,15,obj-ext,8,演員,NA,947,dehnoun,object relative
15,11,obj-ext,8,球員,NA,550,dehnoun,object relative
15,14,subj-ext,8,空服員,NA,896,dehnoun,subject relative
15,5,obj-ext,8,轎車,NA,1112,dehnoun,object relative
15,2,subj-ext,8,車,NA,577,dehnoun,subject relative
15,10,subj-ext,8,住戶,NA,1247,dehnoun,subject relative
15,16,subj-ext,8,記者,NA,1037,dehnoun,subject relative
15,8,subj-ext,8,業餘選手,NA,536,dehnoun,subject relative
16,16,obj-ext,8,記者,NA,1789,dehnoun,object relative
16,2,obj-ext,8,車,NA,702,dehnoun,object relative
16,13,subj-ext,8,男人,NA,674,dehnoun,subject relative
16,15,subj-ext,8,演員,NA,1082,dehnoun,subject relative
16,5,subj-ext,8,轎車,NA,760,dehnoun,subject relative
16,8,obj-ext,8,業餘選手,NA,1241,dehnoun,object relative
16,4,obj-ext,8,女孩,NA,689,dehnoun,object relative
16,1,subj-ext,8,人,NA,788,dehnoun,subject relative
16,9,subj-ext,8,探員,NA,828,dehnoun,subject relative
16,14,obj-ext,8,空服員,NA,708,dehnoun,object relative
16,11,subj-ext,8,球員,NA,1389,dehnoun,subject relative
16,3,subj-ext,8,婦人,NA,786,dehnoun,subject relative
16,7,subj-ext,8,狗,NA,644,dehnoun,subject relative
16,10,obj-ext,8,住戶,NA,816,dehnoun,object relative
16,6,obj-ext,8,女孩,NA,586,dehnoun,object relative
17,16,subj-ext,8,記者,NA,1190,dehnoun,subject relative
17,5,obj-ext,8,轎車,NA,1172,dehnoun,object relative
17,6,subj-ext,8,女孩,NA,1019,dehnoun,subject relative
17,7,obj-ext,8,狗,NA,1000,dehnoun,object relative
17,2,subj-ext,8,車,NA,763,dehnoun,subject relative
17,10,subj-ext,8,住戶,NA,1412,dehnoun,subject relative
17,3,obj-ext,8,婦人,NA,1410,dehnoun,object relative
17,8,subj-ext,8,業餘選手,NA,932,dehnoun,subject relative
17,14,subj-ext,8,空服員,NA,697,dehnoun,subject relative
17,15,obj-ext,8,演員,NA,949,dehnoun,object relative
17,9,obj-ext,8,探員,NA,1032,dehnoun,object relative
17,13,obj-ext,8,男人,NA,1385,dehnoun,object relative
17,1,obj-ext,8,人,NA,845,dehnoun,object relative
17,11,obj-ext,8,球員,NA,849,dehnoun,object relative
17,4,subj-ext,8,女孩,NA,1335,dehnoun,subject relative
18,1,subj-ext,8,人,NA,644,dehnoun,subject relative
18,11,subj-ext,8,球員,NA,668,dehnoun,subject relative
18,15,subj-ext,8,演員,NA,883,dehnoun,subject relative
18,5,subj-ext,8,轎車,NA,5199,dehnoun,subject relative
18,3,subj-ext,8,婦人,NA,1750,dehnoun,subject relative
18,8,obj-ext,8,業餘選手,NA,1013,dehnoun,object relative
18,14,obj-ext,8,空服員,NA,796,dehnoun,object relative
18,10,obj-ext,8,住戶,NA,644,dehnoun,object relative
18,6,obj-ext,8,女孩,NA,908,dehnoun,object relative
18,4,obj-ext,8,女孩,NA,580,dehnoun,object relative
18,9,subj-ext,8,探員,NA,668,dehnoun,subject relative
18,16,obj-ext,8,記者,NA,588,dehnoun,object relative
18,2,obj-ext,8,車,NA,587,dehnoun,object relative
18,13,subj-ext,8,男人,NA,660,dehnoun,subject relative
18,7,subj-ext,8,狗,NA,516,dehnoun,subject relative
19,7,obj-ext,8,狗,NA,552,dehnoun,object relative
19,13,obj-ext,8,男人,NA,428,dehnoun,object relative
19,10,subj-ext,8,住戶,NA,390,dehnoun,subject relative
19,9,obj-ext,8,探員,NA,430,dehnoun,object relative
19,5,obj-ext,8,轎車,NA,490,dehnoun,object relative
19,2,subj-ext,8,車,NA,587,dehnoun,subject relative
19,16,subj-ext,8,記者,NA,485,dehnoun,subject relative
19,3,obj-ext,8,婦人,NA,483,dehnoun,object relative
19,11,obj-ext,8,球員,NA,356,dehnoun,object relative
19,1,obj-ext,8,人,NA,373,dehnoun,object relative
19,6,subj-ext,8,女孩,NA,374,dehnoun,subject relative
19,4,subj-ext,8,女孩,NA,361,dehnoun,subject relative
19,8,subj-ext,8,業餘選手,NA,1846,dehnoun,subject relative
19,14,subj-ext,8,空服員,NA,438,dehnoun,subject relative
19,15,obj-ext,8,演員,NA,385,dehnoun,object relative
2,6,obj-ext,8,女孩,NA,755,dehnoun,object relative
2,15,subj-ext,8,演員,NA,1181,dehnoun,subject relative
2,11,subj-ext,8,球員,NA,484,dehnoun,subject relative
2,5,subj-ext,8,轎車,NA,756,dehnoun,subject relative
2,16,obj-ext,8,記者,NA,883,dehnoun,object relative
2,13,subj-ext,8,男人,NA,636,dehnoun,subject relative
2,14,obj-ext,8,空服員,NA,691,dehnoun,object relative
2,3,subj-ext,8,婦人,NA,572,dehnoun,subject relative
2,8,obj-ext,8,業餘選手,NA,1453,dehnoun,object relative
2,2,obj-ext,8,車,NA,596,dehnoun,object relative
2,9,subj-ext,8,探員,NA,1067,dehnoun,subject relative
2,10,obj-ext,8,住戶,NA,515,dehnoun,object relative
2,7,subj-ext,8,狗,NA,588,dehnoun,subject relative
2,1,subj-ext,8,人,NA,539,dehnoun,subject relative
2,4,obj-ext,8,女孩,NA,1140,dehnoun,object relative
20,10,obj-ext,8,住戶,NA,1917,dehnoun,object relative
20,1,subj-ext,8,人,NA,570,dehnoun,subject relative
20,3,subj-ext,8,婦人,NA,572,dehnoun,subject relative
20,6,obj-ext,8,女孩,NA,512,dehnoun,object relative
20,16,obj-ext,8,記者,NA,649,dehnoun,object relative
20,8,obj-ext,8,業餘選手,NA,1562,dehnoun,object relative
20,4,obj-ext,8,女孩,NA,479,dehnoun,object relative
20,14,obj-ext,8,空服員,NA,497,dehnoun,object relative
20,5,subj-ext,8,轎車,NA,827,dehnoun,subject relative
20,7,subj-ext,8,狗,NA,539,dehnoun,subject relative
20,15,subj-ext,8,演員,NA,546,dehnoun,subject relative
20,11,subj-ext,8,球員,NA,436,dehnoun,subject relative
20,13,subj-ext,8,男人,NA,524,dehnoun,subject relative
20,2,obj-ext,8,車,NA,505,dehnoun,object relative
20,9,subj-ext,8,探員,NA,433,dehnoun,subject relative
21,9,obj-ext,8,探員,NA,546,dehnoun,object relative
21,7,obj-ext,8,狗,NA,1173,dehnoun,object relative
21,11,obj-ext,8,球員,NA,1566,dehnoun,object relative
21,13,obj-ext,8,男人,NA,692,dehnoun,object relative
21,5,obj-ext,8,轎車,NA,645,dehnoun,object relative
21,4,subj-ext,8,女孩,NA,1197,dehnoun,subject relative
21,10,subj-ext,8,住戶,NA,1774,dehnoun,subject relative
21,8,subj-ext,8,業餘選手,NA,531,dehnoun,subject relative
21,2,subj-ext,8,車,NA,580,dehnoun,subject relative
21,6,subj-ext,8,女孩,NA,450,dehnoun,subject relative
21,1,obj-ext,8,人,NA,540,dehnoun,object relative
21,16,subj-ext,8,記者,NA,1044,dehnoun,subject relative
21,3,obj-ext,8,婦人,NA,475,dehnoun,object relative
21,14,subj-ext,8,空服員,NA,541,dehnoun,subject relative
21,15,obj-ext,8,演員,NA,522,dehnoun,object relative
22,13,subj-ext,8,男人,NA,4857,dehnoun,subject relative
22,11,subj-ext,8,球員,NA,830,dehnoun,subject relative
22,3,subj-ext,8,婦人,NA,1155,dehnoun,subject relative
22,6,obj-ext,8,女孩,NA,906,dehnoun,object relative
22,2,obj-ext,8,車,NA,925,dehnoun,object relative
22,16,obj-ext,8,記者,NA,953,dehnoun,object relative
22,4,obj-ext,8,女孩,NA,1064,dehnoun,object relative
22,10,obj-ext,8,住戶,NA,756,dehnoun,object relative
22,5,subj-ext,8,轎車,NA,4297,dehnoun,subject relative
22,7,subj-ext,8,狗,NA,831,dehnoun,subject relative
22,14,obj-ext,8,空服員,NA,2582,dehnoun,object relative
22,1,subj-ext,8,人,NA,1071,dehnoun,subject relative
22,15,subj-ext,8,演員,NA,649,dehnoun,subject relative
22,9,subj-ext,8,探員,NA,1130,dehnoun,subject relative
22,8,obj-ext,8,業餘選手,NA,2718,dehnoun,object relative
23,5,obj-ext,8,轎車,NA,1213,dehnoun,object relative
23,11,obj-ext,8,球員,NA,1045,dehnoun,object relative
23,1,obj-ext,8,人,NA,876,dehnoun,object relative
23,3,obj-ext,8,婦人,NA,828,dehnoun,object relative
23,4,subj-ext,8,女孩,NA,2977,dehnoun,subject relative
23,16,subj-ext,8,記者,NA,2944,dehnoun,subject relative
23,15,obj-ext,8,演員,NA,924,dehnoun,object relative
23,9,obj-ext,8,探員,NA,1477,dehnoun,object relative
23,8,subj-ext,8,業餘選手,NA,1116,dehnoun,subject relative
23,2,subj-ext,8,車,NA,756,dehnoun,subject relative
23,10,subj-ext,8,住戶,NA,628,dehnoun,subject relative
23,6,subj-ext,8,女孩,NA,924,dehnoun,subject relative
23,13,obj-ext,8,男人,NA,1405,dehnoun,object relative
23,7,obj-ext,8,狗,NA,692,dehnoun,object relative
23,14,subj-ext,8,空服員,NA,450,dehnoun,subject relative
24,5,subj-ext,8,轎車,NA,1274,dehnoun,subject relative
24,16,obj-ext,8,記者,NA,663,dehnoun,object relative
24,14,obj-ext,8,空服員,NA,696,dehnoun,object relative
24,8,obj-ext,8,業餘選手,NA,3170,dehnoun,object relative
24,1,subj-ext,8,人,NA,1119,dehnoun,subject relative
24,15,subj-ext,8,演員,NA,1371,dehnoun,subject relative
24,11,subj-ext,8,球員,NA,922,dehnoun,subject relative
24,7,subj-ext,8,狗,NA,658,dehnoun,subject relative
24,6,obj-ext,8,女孩,NA,1037,dehnoun,object relative
24,10,obj-ext,8,住戶,NA,1135,dehnoun,object relative
24,13,subj-ext,8,男人,NA,4818,dehnoun,subject relative
24,2,obj-ext,8,車,NA,1004,dehnoun,object relative
24,4,obj-ext,8,女孩,NA,1088,dehnoun,object relative
24,9,subj-ext,8,探員,NA,1203,dehnoun,subject relative
24,3,subj-ext,8,婦人,NA,933,dehnoun,subject relative
26,16,obj-ext,8,記者,NA,996,dehnoun,object relative
26,3,subj-ext,8,婦人,NA,1109,dehnoun,subject relative
26,15,subj-ext,8,演員,NA,724,dehnoun,subject relative
26,4,obj-ext,8,女孩,NA,684,dehnoun,object relative
26,8,obj-ext,8,業餘選手,NA,948,dehnoun,object relative
26,6,obj-ext,8,女孩,NA,668,dehnoun,object relative
26,11,subj-ext,8,球員,NA,812,dehnoun,subject relative
26,1,subj-ext,8,人,NA,900,dehnoun,subject relative
26,2,obj-ext,8,車,NA,1301,dehnoun,object relative
26,13,subj-ext,8,男人,NA,884,dehnoun,subject relative
26,10,obj-ext,8,住戶,NA,700,dehnoun,object relative
26,7,subj-ext,8,狗,NA,716,dehnoun,subject relative
26,9,subj-ext,8,探員,NA,668,dehnoun,subject relative
26,5,subj-ext,8,轎車,NA,716,dehnoun,subject relative
26,14,obj-ext,8,空服員,NA,668,dehnoun,object relative
27,3,obj-ext,8,婦人,NA,639,dehnoun,object relative
27,8,subj-ext,8,業餘選手,NA,1449,dehnoun,subject relative
27,16,subj-ext,8,記者,NA,859,dehnoun,subject relative
27,9,obj-ext,8,探員,NA,565,dehnoun,object relative
27,1,obj-ext,8,人,NA,1537,dehnoun,object relative
27,15,obj-ext,8,演員,NA,1204,dehnoun,object relative
27,13,obj-ext,8,男人,NA,1335,dehnoun,object relative
28,11,subj-ext,8,球員,NA,1478,dehnoun,subject relative
28,13,subj-ext,8,男人,NA,1382,dehnoun,subject relative
28,8,obj-ext,8,業餘選手,NA,1485,dehnoun,object relative
28,9,subj-ext,8,探員,NA,1277,dehnoun,subject relative
28,3,subj-ext,8,婦人,NA,652,dehnoun,subject relative
28,4,obj-ext,8,女孩,NA,500,dehnoun,object relative
28,6,obj-ext,8,女孩,NA,564,dehnoun,object relative
28,7,subj-ext,8,狗,NA,540,dehnoun,subject relative
28,16,obj-ext,8,記者,NA,885,dehnoun,object relative
28,2,obj-ext,8,車,NA,1894,dehnoun,object relative
28,14,obj-ext,8,空服員,NA,516,dehnoun,object relative
28,15,subj-ext,8,演員,NA,3314,dehnoun,subject relative
28,10,obj-ext,8,住戶,NA,1156,dehnoun,object relative
28,5,subj-ext,8,轎車,NA,820,dehnoun,subject relative
28,1,subj-ext,8,人,NA,3194,dehnoun,subject relative
29,3,obj-ext,8,婦人,NA,708,dehnoun,object relative
29,5,obj-ext,8,轎車,NA,668,dehnoun,object relative
29,11,obj-ext,8,球員,NA,467,dehnoun,object relative
29,1,obj-ext,8,人,NA,603,dehnoun,object relative
29,8,subj-ext,8,業餘選手,NA,644,dehnoun,subject relative
29,13,obj-ext,8,男人,NA,684,dehnoun,object relative
29,6,subj-ext,8,女孩,NA,587,dehnoun,subject relative
29,7,obj-ext,8,狗,NA,531,dehnoun,object relative
29,10,subj-ext,8,住戶,NA,628,dehnoun,subject relative
29,16,subj-ext,8,記者,NA,684,dehnoun,subject relative
29,15,obj-ext,8,演員,NA,764,dehnoun,object relative
29,2,subj-ext,8,車,NA,484,dehnoun,subject relative
29,9,obj-ext,8,探員,NA,354,dehnoun,object relative
29,4,subj-ext,8,女孩,NA,386,dehnoun,subject relative
29,14,subj-ext,8,空服員,NA,524,dehnoun,subject relative
3,10,subj-ext,8,住戶,NA,936,dehnoun,subject relative
3,14,subj-ext,8,空服員,NA,2341,dehnoun,subject relative
3,5,obj-ext,8,轎車,NA,604,dehnoun,object relative
3,11,obj-ext,8,球員,NA,676,dehnoun,object relative
3,16,subj-ext,8,記者,NA,740,dehnoun,subject relative
3,6,subj-ext,8,女孩,NA,632,dehnoun,subject relative
3,8,subj-ext,8,業餘選手,NA,1692,dehnoun,subject relative
3,9,obj-ext,8,探員,NA,1097,dehnoun,object relative
3,13,obj-ext,8,男人,NA,632,dehnoun,object relative
3,1,obj-ext,8,人,NA,606,dehnoun,object relative
3,7,obj-ext,8,狗,NA,613,dehnoun,object relative
3,3,obj-ext,8,婦人,NA,949,dehnoun,object relative
3,2,subj-ext,8,車,NA,734,dehnoun,subject relative
3,15,obj-ext,8,演員,NA,2235,dehnoun,object relative
3,4,subj-ext,8,女孩,NA,1334,dehnoun,subject relative
30,2,obj-ext,8,車,NA,743,dehnoun,object relative
30,11,subj-ext,8,球員,NA,656,dehnoun,subject relative
30,6,obj-ext,8,女孩,NA,626,dehnoun,object relative
30,10,obj-ext,8,住戶,NA,719,dehnoun,object relative
30,15,subj-ext,8,演員,NA,935,dehnoun,subject relative
30,5,subj-ext,8,轎車,NA,1059,dehnoun,subject relative
30,16,obj-ext,8,記者,NA,905,dehnoun,object relative
30,3,subj-ext,8,婦人,NA,677,dehnoun,subject relative
30,13,subj-ext,8,男人,NA,734,dehnoun,subject relative
30,7,subj-ext,8,狗,NA,775,dehnoun,subject relative
30,8,obj-ext,8,業餘選手,NA,898,dehnoun,object relative
30,9,subj-ext,8,探員,NA,737,dehnoun,subject relative
30,1,subj-ext,8,人,NA,996,dehnoun,subject relative
30,14,obj-ext,8,空服員,NA,814,dehnoun,object relative
30,4,obj-ext,8,女孩,NA,522,dehnoun,object relative
31,16,subj-ext,8,記者,NA,948,dehnoun,subject relative
31,10,subj-ext,8,住戶,NA,732,dehnoun,subject relative
31,6,subj-ext,8,女孩,NA,804,dehnoun,subject relative
31,15,obj-ext,8,演員,NA,604,dehnoun,object relative
31,2,subj-ext,8,車,NA,876,dehnoun,subject relative
31,7,obj-ext,8,狗,NA,516,dehnoun,object relative
31,11,obj-ext,8,球員,NA,812,dehnoun,object relative
31,1,obj-ext,8,人,NA,588,dehnoun,object relative
31,14,subj-ext,8,空服員,NA,780,dehnoun,subject relative
31,3,obj-ext,8,婦人,NA,508,dehnoun,object relative
31,8,subj-ext,8,業餘選手,NA,3619,dehnoun,subject relative
31,13,obj-ext,8,男人,NA,548,dehnoun,object relative
31,9,obj-ext,8,探員,NA,467,dehnoun,object relative
31,5,obj-ext,8,轎車,NA,756,dehnoun,object relative
31,4,subj-ext,8,女孩,NA,459,dehnoun,subject relative
32,9,subj-ext,8,探員,NA,920,dehnoun,subject relative
32,3,subj-ext,8,婦人,NA,874,dehnoun,subject relative
32,15,subj-ext,8,演員,NA,532,dehnoun,subject relative
32,8,obj-ext,8,業餘選手,NA,624,dehnoun,object relative
32,16,obj-ext,8,記者,NA,650,dehnoun,object relative
32,7,subj-ext,8,狗,NA,487,dehnoun,subject relative
32,10,obj-ext,8,住戶,NA,691,dehnoun,object relative
32,6,obj-ext,8,女孩,NA,634,dehnoun,object relative
32,5,subj-ext,8,轎車,NA,569,dehnoun,subject relative
32,1,subj-ext,8,人,NA,782,dehnoun,subject relative
32,11,subj-ext,8,球員,NA,464,dehnoun,subject relative
32,13,subj-ext,8,男人,NA,706,dehnoun,subject relative
32,2,obj-ext,8,車,NA,652,dehnoun,object relative
32,4,obj-ext,8,女孩,NA,420,dehnoun,object relative
32,14,obj-ext,8,空服員,NA,545,dehnoun,object relative
33,15,obj-ext,8,演員,NA,1085,dehnoun,object relative
33,4,subj-ext,8,女孩,NA,747,dehnoun,subject relative
33,3,obj-ext,8,婦人,NA,508,dehnoun,object relative
33,7,obj-ext,8,狗,NA,515,dehnoun,object relative
33,5,obj-ext,8,轎車,NA,524,dehnoun,object relative
33,10,subj-ext,8,住戶,NA,1125,dehnoun,subject relative
33,6,subj-ext,8,女孩,NA,604,dehnoun,subject relative
33,2,subj-ext,8,車,NA,486,dehnoun,subject relative
33,1,obj-ext,8,人,NA,491,dehnoun,object relative
33,16,subj-ext,8,記者,NA,1371,dehnoun,subject relative
33,13,obj-ext,8,男人,NA,618,dehnoun,object relative
33,9,obj-ext,8,探員,NA,608,dehnoun,object relative
33,8,subj-ext,8,業餘選手,NA,674,dehnoun,subject relative
33,11,obj-ext,8,球員,NA,530,dehnoun,object relative
33,14,subj-ext,8,空服員,NA,524,dehnoun,subject relative
34,4,obj-ext,8,女孩,NA,604,dehnoun,object relative
34,1,subj-ext,8,人,NA,1681,dehnoun,subject relative
34,6,obj-ext,8,女孩,NA,731,dehnoun,object relative
34,14,obj-ext,8,空服員,NA,673,dehnoun,object relative
34,11,subj-ext,8,球員,NA,692,dehnoun,subject relative
34,10,obj-ext,8,住戶,NA,1867,dehnoun,object relative
34,2,obj-ext,8,車,NA,1083,dehnoun,object relative
34,15,subj-ext,8,演員,NA,643,dehnoun,subject relative
34,9,subj-ext,8,探員,NA,590,dehnoun,subject relative
34,5,subj-ext,8,轎車,NA,1871,dehnoun,subject relative
34,13,subj-ext,8,男人,NA,1467,dehnoun,subject relative
34,3,subj-ext,8,婦人,NA,724,dehnoun,subject relative
34,16,obj-ext,8,記者,NA,1163,dehnoun,object relative
34,8,obj-ext,8,業餘選手,NA,818,dehnoun,object relative
34,7,subj-ext,8,狗,NA,732,dehnoun,subject relative
35,16,subj-ext,8,記者,NA,724,dehnoun,subject relative
35,2,subj-ext,8,車,NA,804,dehnoun,subject relative
35,8,subj-ext,8,業餘選手,NA,596,dehnoun,subject relative
35,5,obj-ext,8,轎車,NA,884,dehnoun,object relative
35,4,subj-ext,8,女孩,NA,531,dehnoun,subject relative
35,13,obj-ext,8,男人,NA,1390,dehnoun,object relative
35,1,obj-ext,8,人,NA,1454,dehnoun,object relative
35,14,subj-ext,8,空服員,NA,1101,dehnoun,subject relative
35,7,obj-ext,8,狗,NA,660,dehnoun,object relative
35,3,obj-ext,8,婦人,NA,942,dehnoun,object relative
35,11,obj-ext,8,球員,NA,748,dehnoun,object relative
35,10,subj-ext,8,住戶,NA,644,dehnoun,subject relative
35,9,obj-ext,8,探員,NA,596,dehnoun,object relative
35,6,subj-ext,8,女孩,NA,628,dehnoun,subject relative
35,15,obj-ext,8,演員,NA,1156,dehnoun,object relative
36,2,obj-ext,8,車,NA,902,dehnoun,object relative
36,11,subj-ext,8,球員,NA,1287,dehnoun,subject relative
36,15,subj-ext,8,演員,NA,619,dehnoun,subject relative
36,5,subj-ext,8,轎車,NA,2915,dehnoun,subject relative
36,16,obj-ext,8,記者,NA,1382,dehnoun,object relative
36,14,obj-ext,8,空服員,NA,807,dehnoun,object relative
36,3,subj-ext,8,婦人,NA,1013,dehnoun,subject relative
36,8,obj-ext,8,業餘選手,NA,1588,dehnoun,object relative
36,1,subj-ext,8,人,NA,742,dehnoun,subject relative
36,13,subj-ext,8,男人,NA,723,dehnoun,subject relative
